"market","city","name","description","price_range","latitude","longitude"
"Houston, TX",The Woodlands,MeiWei,"$$ • Chinese, Hibachi",$$,30.1897912,-95.5908587
"Houston, TX",Spring,Arepas Xpress,"$ • Venezuelan, Empanadas",$,30.071395715056,-95.4850270578565
"Houston, TX",The Woodlands,Smallcakes Woodlands,"$$ • Cupcakes, Ice Cream & Frozen Yogurt",$$,30.2056593,-95.470163
"Houston, TX",The Woodlands,Local Pour,"$$ • Burgers, Sandwiches",$$,30.1709971,-95.4714437
"Houston, TX",The Woodlands,Pretzelmaker,"$$ • Lunch, Pretzels",$$,30.1641725,-95.4551038
"Houston, TX",Oak Ridge North,HuevoRito,"$$ • Mexican, Breakfast",$$,30.1552864,-95.436941
"Houston, TX",Shenandoah,Yolk,"$$ • Breakfast, Omelets",$$,30.1844848,-95.4507502
"Houston, TX",Conroe,Roosters Run,"$$ • Wings, Chicken Tenders",$$,30.2096292,-95.4576803
"Houston, TX",Conroe,JW' S Place Soulfood and BBQ,"$$ • Soul Food, Seafood",$$,30.2384237,-95.4602715
"Houston, TX",Conroe,Cinnaholic,"$$ • Dessert, Bakery",$$,30.162749,-95.449173
"Houston, TX",The Woodlands,Amerigo's Grille,$$$ • Italian,$$$,30.128286,-95.456891
"Houston, TX",The Woodlands,Dimassi's Mediterranean Kitchen,"$$ • Pickup, Healthy",$$,30.1675346,-95.459125
"Houston, TX",Magnolia,Frozen Delights,"$$ • Dessert, Sweets",$$,30.1271577,-95.4598228
"Houston, TX",Spring,Jing Xin's Asian Cafe,$$ • Chinese,$$,30.0747232,-95.521461
"Houston, TX",Conroe,True Texas BBQ,"$$ • BBQ, Barbecue",$$,30.20670341,-95.42564241
"Houston, TX",Spring,Handel's Homemade Ice Cream,"$$ • Ice Cream, Ice Cream & Frozen Yogurt",$$,30.120571,-95.37638
"Houston, TX",The Woodlands,Fogo de Chão,"$$ • Chicken, Salads",$$,30.1710796,-95.4714736
"Houston, TX",Spring,Taqueria El Real,"$ • Mexican, Tacos",$,30.0709914,-95.4754409
"Houston, TX",Spring,Prohibition Texas,"$$ • Pizza, Salads",$$,30.0791591,-95.4184396
"Houston, TX",The Woodlands,El Bitute Peruvian Cuisine,"$ • Peruvian, Ceviche",Unknown,30.2298568,-95.5041654
"Houston, TX",The Woodlands,Apps All Around,"$$ • Dessert, burger",$$,30.1666169,-95.4522685
"Houston, TX",Spring,Jeremiah's Italian Ice,"$$ • Italian Ice, Dessert",$$,30.0516473,-95.4367276
"Houston, TX",Conroe,Raw Creations Juice Co,"$$ • Juice Bar, Smoothies",$$,30.2253574,-95.542149
"Houston, TX",The Woodlands,Boardough Vino,"$$ • Salads, Sandwiches",$$,30.1817478,-95.4862605
"Houston, TX",The Woodlands,Del Frisco's Grille,"$$ • Egg Rolls, Steak",$$,30.17109391,-95.47181359
"Houston, TX",Houston,MAUI BENTO,"$$ • Hawaiian, Chicken",$$,29.7588659,-95.363778
"Houston, TX",Katy,bb.q Chicken,"$ • Korean Fried Chicken, Wings",$,29.7604138,-95.7503797
"Houston, TX",Katy,Pho Oh Yeah,"$$ • Vietnamese, Pho",$$,29.7873703,-95.751222
"Houston, TX",Katy,Abuelo’s Mexican Restaurant,"$$ • Burritos, Chicken",$$,29.7869102,-95.7950254
"Houston, TX",Katy,V Fingers,"$$ • Venezuelan, Empanadas",$$,29.7612966209291,-95.7503030821681
"Houston, TX",Katy,Old Chicago Pizza + Taproom,"$$ • Sandwiches, sports bars",$$,29.7844517,-95.7955502
"Houston, TX",Fulshear,Italian Maid Cafe,"$$ • Breakfast, Takeout",$$,29.6960767,-95.8698854
"Houston, TX",Katy,Las michoacanas,"$$ • Ice Cream, Snacks",$$,29.8503799,-95.7180949
"Houston, TX",Katy,Akashi Sushi Fusion Asian Cuisine,"$$ • Asian Fusion, Sushi",$$,29.7006552,-95.8130115
"Houston, TX",Katy,El Mango Loko,"$$ • Mexican, Shaved Ice",$$,29.7859173,-95.8232421
"Houston, TX",Katy,Beard Papa's,"$$ • Snacks, Sweets",$$,29.7925678,-95.7740964
"Houston, TX",Katy,Kokio Chicken,"$$ • Chicken, Chicken Wings",$$,29.7125046,-95.8062277
"Houston, TX",Katy,LAVA COFFEE,"$$ • Bakery, Latte",$$,29.7894058,-95.7721095
"Houston, TX",Katy,Mirchi Peri Peri Katy,"$$ • Portuguese, Chicken",$$,29.742309,-95.778172
"Houston, TX",Katy,Joy Love Burgers,"$ • Quesadillas, Sandwiches",$,29.799252,-95.7524374
"Houston, TX",Katy,dukes restaurants llc,"$$ • Burgers, Empanadas",$$,29.7619309,-95.7523597
"Houston, TX",Katy,Kong's Crab Shack,"$$ • Fried Chicken, Fries",$$,29.7944322,-95.7199124
"Houston, TX",Katy,Toki,"$$ • Japanese, Sushi",$$,29.855603,-95.7192054
"Houston, TX",Katy,Cajju Seafood & Grill,"$$ • Vietnamese, Seafood",$$,29.7005866,-95.8145769
"Houston, TX",Katy,Ooh La La Dessert Boutique,"$$ • Cupcakes, Sandwich",$$,29.7367648,-95.7789502
"Houston, TX",Fulshear,Kamiya Sushi,"$$ • Japanese, Sushi",$$,29.6987835,-95.8467249
"Houston, TX",Katy,Koldprezz,"$$ • Acai Bowls, Gluten-Free",$$,29.7709685,-95.7504714
"Houston, TX",Katy,Uncle Julio's Mexican From Scratch,"$ • Salad, Lunch",$,29.7861354,-95.728131
"Houston, TX",Katy,Yomie's Rice X Yogurt有米酸奶,"$$ • Frozen Yogurt, Smoothies",$$,29.7892754,-95.7720793
"Houston, TX",Katy,Nola Seafood Shack,"$$ • Seafood, Sandwiches",$$,29.8099824,-95.7200743
"Houston, TX",Katy,Kebab Time,"$$ • Halal, Wraps",$$,29.7953115,-95.7194923
"Houston, TX",Katy,Alafande Mediterranean Grill and Cafe,"$$ • Mediterranean, Sandwiches",$$,29.7418777,-95.7514273
"Houston, TX",Katy,Proud Pie,"$$ • Takeout, Dessert",$$,29.7357084,-95.7557801
"Houston, TX",Cypress,Tacos El Patron,"$$ • Mexican, Tacos",$$,29.9527706,-95.6052653
"Houston, TX",Houston,Ulike Tea,"$$ • Coffee & Tea, Fruit Tea",$$,29.863159,-95.645929
"Houston, TX",Houston,Aloha Hawaiian BBQ express,"$$ • Hawaiian, BBQ",$$,29.9246357,-95.6019007
"Houston, TX",Houston,Vida Mariscos,"$$ • Mexican, sports bars",$$,30.0091762,-95.5871502
"Houston, TX",Houston,Firestone Pizza and Wings,"$$ • Italian, Pizza",$$,29.9588048214197,-95.5846013654794
"Houston, TX",Houston,Karachi Kabob,$$ • Pakistani,$$,29.878476,-95.6672017
"Houston, TX",Houston,PJ's Eatery,"$$ • American, Burgers",$$,29.9198048,-95.6108682
"Houston, TX",Houston,Tandoori Hut Indian Restaurant,"$$ • Indian, Chicken",$$,29.8894199,-95.6398391
"Houston, TX",Tomball,Los Arcos,"$$ • Mexican, Quesadillas",$$,30.0817975,-95.6295716
"Houston, TX",Houston,JONES CHURCHS,"$$ • Chicken, Fried Chicken",$$,29.9171025,-95.5853107
"Houston, TX",Houston,Gulf Coast Bread Pudding -,"$$ • Sweets, Dessert",$$,29.8783854,-95.666132
"Houston, TX",Tomball,"2 Guys 1 Pit BBQ","$$ • Barbecue, Pickup",$$,30.0124305,-95.6022447
"Houston, TX",Jersey Village,GOOD EATZ,"$$ • Burgers, Fish",$$,29.9024193,-95.5851134
"Houston, TX",Jersey Village,E Star Chinese Buffet,"$$ • Chinese, Appetizers",$$,29.8910492,-95.582966
"Houston, TX",Houston,Memphis Style Wingz Thingz,"$$ • American, Chicken Wings",$$,29.9046029,-95.5872678
"Houston, TX",Cypress,Twistee Treat,"$$ • Ice Cream & Frozen Yogurt, Sweets",$$,29.8815307,-95.7234756
"Houston, TX",Houston,Blackjacks Bar and Grill,"$$ • Tex-Mex, Sandwiches",$$,29.8669614,-95.6530663
"Houston, TX",Cypress,Deemos Steakhouse,"$$ • Steak, Chicken",$$,29.9748956,-95.5995186
"Houston, TX",Houston,Rumba Live,"$$ • Latin American, Seafood",$$,29.8637467,-95.6439466
"Houston, TX",Cypress,Dank Bites,"$$ • Fried Chicken Sandwich, Mozzarella Sticks",$$,29.9476229,-95.6751729
"Houston, TX",Houston,Supermercado Teloloapan,"$$ • Mexican, Tacos",$$,29.8801019,-95.6110946
"Houston, TX",Houston,Lupita's Restaurant,"$ • Mexican, Enchiladas",$,29.8795223,-95.6111043
"Houston, TX",Houston,Pho Q Long,$$ • Vietnamese,$$,29.9835075,-95.566753
"Houston, TX",Cypress,The Nest Diner,"$$ • American, Chicken Wings",$$,29.9476229,-95.6751729
"Houston, TX",Houston,Treat! Gourmet Cupcakes,"$$ • Dessert, Pickup",$$,29.9952831,-95.5719205
"Houston, TX",Houston,El Palenque Mexican Restaurant & Cantina,"$$ • Tacos, Mexican Food",$$,29.998147,-95.5825078
"Houston, TX",Tomball,Ron's Hamburger & Chili,"$$ • Sandwiches, Burgers",$$,30.0878114,-95.6393298
"Houston, TX",Houston,Connie's Frozen Custard,"$ • Ice Cream, Dessert",$,29.9554808,-95.585338
"Houston, TX",Spring,Brooklyn Pizzeria,"$$ • Pizza, Italian",$$,30.0246642,-95.5690298
"Houston, TX",Cypress,At Home,"$$ • Home Goods, Hardware",$$,29.9580831,-95.6758716
"Houston, TX",Cypress,Cheesesteak On Heaven,"$$ • American, Comfort Food",$$,29.9891965,-95.6164236
"Houston, TX",Houston,Howzatt Indo-Pak Restaurant,$$ • Pakistani,$$,29.9674478,-95.5797928
"Houston, TX",Sugar Land,Gyros Hero,"$$ • Middle Eastern, Sandwiches",$$,29.6761165,-95.6804211
"Houston, TX",Houston,Kim Cafe,"$$ • Cafe, Asian Fusion",$$,29.6740949,-95.5516566
"Houston, TX",Houston,Banh Canh Tom Cua,"$$ • Vietnamese, Noodles",$$,29.7043232,-95.594765
"Houston, TX",Sugar Land,Standard Sweets,"$$ • Indian, Sweets",$$,29.6531667,-95.6502194
"Houston, TX",Houston,Teaholic,"$ • Pickup, Takeout",$,29.7025951,-95.5690298
"Houston, TX",Rosenberg,T'JIN'S CHINA DINER,"$$ • Chinese, Noodles",$$,29.542003,-95.750095
"Houston, TX",Houston,Mdk Noodles (Myung Dong Kyoja),"$$ • Soup, Noodles",$$,29.7051994,-95.5544282
"Houston, TX",Sugar Land,Elbitas Mexican Restaurant,"$ • Mexican, Breakfast",$,29.6505668,-95.6589003
"Houston, TX",Sugar Land,Kings BBQ Sugarland,"$$ • Barbeque, Sandwiches",$$,29.6250508,-95.6034002
"Houston, TX",Sugar Land,Maniac Burgers,"$$ • Dessert, Greek",$$,29.591786,-95.635097
"Houston, TX",Sugar Land,Baking It Pretty,"$$ • Dessert, Dinner",$$,29.5929163,-95.6230478
"Houston, TX",Sugar Land,Target,"$$ • Grocery, Convenience",$$,29.5958763,-95.6278879
"Houston, TX",Houston,Baguette & Tea,"$$ • Vietnamese, Sandwich",$$,29.7041151,-95.5870627
"Houston, TX",Houston,Hangout Fruit Juices & Bites,"$ • Juice Bar, Coffee & Tea",$,29.7025951,-95.5690298
"Houston, TX",Sugar Land,Ori'Zaba's Scratch Mexican Grill - Texas,"$$ • Takeout, Delivery",$$,29.5838006,-95.6465345
"Houston, TX",Sugar Land,Sweet Lou's,"$$ • American, Fries",$$,29.5960899,-95.6217695
"Houston, TX",Sugar Land,New Food Gallery now Karachi restaurant,"$$ • Halal, Takeout",$$,29.6515684,-95.6491151
"Houston, TX",Houston,Daiquiri Island TOGO,"$$ • sports bars, Alcohol",$$,29.6921192,-95.5296293
"Houston, TX",Houston,Tamales Dona Tere,"$ • Breakfast, Tacos",$,29.6916864,-95.5330638
"Houston, TX",Sugar Land,Nestlé Toll House Cookie Delivery,"$$ • Dessert, Cafe",$$,29.5639016,-95.6831369
"Houston, TX",Missouri City,Pho Seafood and Crawfish,"$ • Vietnamese, Seafood",Unknown,29.5830213,-95.525591
"Houston, TX",Houston,Three Uncles Toast,"$$ • Toast, Milk Tea",$$,29.7057069,-95.54481
"Houston, TX",Sugar Land,Decadent-A Coffee & Dessert Bar,"$$ • Sweets, Dessert",$$,29.6089918,-95.647779
"Houston, TX",Houston,"Dee Titolat Inc, Catering Services","$$ • Breakfast, Snacks",$$,29.6746648,-95.5895454
"Houston, TX",Sugar Land,DDK KABAB AND GRILL,"$$ • Indian, Chinese",$$,29.6447844,-95.6500468
"Houston, TX",Sugar Land,Kabob Cafe,"$$$ • Persian, Takeout",$$$,29.58229,-95.582858
"Houston, TX",Sugar Land,Tutti Frutti Sugarland,"$$ • Frozen Yogurt, Milk Tea",$$,29.6014688,-95.6295407
"Houston, TX",Sugar Land,Pizza & Grill Express,$ • Pizza,Unknown,29.6567928,-95.6195933
"Houston, TX",Houston,ibun bakery,"$$ • Bakery, Noodles",$$,29.7063388,-95.5507358
"Houston, TX",Missouri City,Big Mammas Home Cooking,"$$ • American, Chicken Wings",$$,29.5408676,-95.5383722
"Houston, TX",Houston,Ocean Crawfish,"$$ • Seafood, Salads",$$,29.68835492,-95.57211668
"Houston, TX",Sugar Land,All Seasons Cafe,"$$ • Cafe, Soup",$$,29.6544385,-95.5984104
"Houston, TX",Missouri City,Mama Ninfa's Mexican Restaurant,"$$ • Mexican, Enchiladas",$$,29.5700725,-95.5692483
"Houston, TX",Richmond,Young Hustler Coffee,"$$ • Pastries, Coffee & Tea",$$,29.6600538,-95.7341652
"Houston, TX",Sugar Land,Napoli Express Pizza,"$$ • Italian, Pizza",$$,29.6679494,-95.6427143
"Houston, TX",Missouri City,Casa Vaqueros Mexican Grill,"$$ • Mexican, Seafood",$$,29.5891961,-95.5647251
"Houston, TX",Spring,Barbarossa Coffee,"$$ • Coffee, Sandwiches",$$,30.0792808677458,-95.5607036486183
"Houston, TX",The Woodlands,El Tiempo Cocina,"$$ • Takeout, Pickup",$$,30.1804353,-95.5394304
"Houston, TX",Spring,Certified Hemp Hut,"$$ • Burgers, Sandwiches",$$,30.0710365,-95.4718012
"Houston, TX",The Woodlands,Anthony's Mediterranean Kitchen,"$$ • Mediterranean, Salads",$$,30.2056593,-95.470163
"Houston, TX",Spring,Sushi Rebel,"$$ • Japanese, Sashimi",$$,30.0985324,-95.4423204
"Houston, TX",Spring,Marche’s Kitchen,$$ • Dessert,$$,30.1280162,-95.454186
"Houston, TX",Tomball,snacks desserts and tacos,"$$ • Dessert, Milk Shakes",$$,30.0997339,-95.541837
"Houston, TX",Spring,RC's NYC Pizza & Pasta,"$$ • Takeout, Healthy",$$,30.1253212098387,-95.4497869372844
"Houston, TX",Shenandoah,Buster's American Kitchen,"$$ • American, Burgers",$$,30.194972,-95.450341
"Houston, TX",Conroe,FaZe Subs,"$$ • Sandwich, chips",$$,30.2851318,-95.4617358
"Houston, TX",Tomball,Craft Grill,"$$ • Burgers, Chicken",$$,30.127934663921,-95.5543944318772
"Houston, TX",Spring,YI CHA - Tea and Coffee,"$$ • Tea Bar, Boba",$$,30.0841377,-95.4498939
"Houston, TX",The Woodlands,Next Door Pizza Pie,"$$ • Italian, Pizza",$$,30.1824616,-95.5587592
"Houston, TX",Spring,Komeya,"$$ • Sushi Bars, Ramen",$$,30.1284472,-95.4552983
"Houston, TX",The Woodlands,The Wings Shack,"$$ • Boneless Wings, Chicken Wings",$$,30.1824616,-95.5587592
"Houston, TX",Conroe,Burger Fresh,"$$ • American, Burgers",$$,30.292195,-95.4691262
"Houston, TX",Spring,Yoko Ramen,"$$ • Japanese, Ramen",$$,30.07088192,-95.47148243
"Houston, TX",Spring,I Heart Mac & Cheese,"$$ • Grilled Cheese, Comfort",$$,30.143921,-95.5483414
"Houston, TX",The Woodlands,El Tiempo Cantina Market Street,"$$ • Tacos, Fajitas",$$,30.1630422,-95.464444
"Houston, TX",Spring,Primos Venezuelan Street Food,"$$ • Hot Dogs, Burgers",$$,30.0484963,-95.4733371
"Houston, TX",Oak Ridge North,Miyazaki,"$$ • Japanese, Asian",$$,30.1536941,-95.4472738
"Houston, TX",The Woodlands,Bazille,$ • American,$,30.1645185,-95.4538295
"Houston, TX",Spring,Rotolo's Craft & Crust,"$$ • Pizza, Chicken Wings",$$,30.0715482,-95.5037966
"Houston, TX",Spring,PHO VIET & GRILL,"$$ • Beef, Vegetarian",$$,30.0887048,-95.5213956
"Houston, TX",Spring,The Meatball Corner,"$$ • Meatballs, Italian",$$,30.1675411,-95.4574525
"Houston, TX",Tomball,Freshkitchencf,"$$ • Poke, Comfort Food",$$,30.1233573,-95.5534579
"Houston, TX",Shenandoah,Truegreens,"$$ • Deli, Salads",$$,30.1844848,-95.4507502
"Houston, TX",The Woodlands,JuicePop & More,"$$ • Healthy, Juice",$$,30.1947315,-95.5877808
"Houston, TX",Magnolia,Flippin' Pizza,"$$ • Pizza, Pie",$$,30.189793,-95.5908652
"Houston, TX",Spring,Plant B,"$$ • Plant Based, Vegetarian",$$,30.0824563,-95.4475808
"Houston, TX",Shenandoah,Catering by Red Robin Gourmet Burgers and Brews,$$,$$,30.1747381,-95.4503555
"Houston, TX",The Woodlands,Galindo's Coffee Company,"$$ • chips, Fruit",$$,30.2320799,-95.4993711
"Houston, TX",Katy,Muncheez by Villa,"$$ • Pizza, Italian",$$,29.7744154,-95.8092067
"Houston, TX",Houston,Arepas & Sand Wish,"$$ • Latin American, Sandwiches",$$,29.790768,-95.7053878
"Houston, TX",Katy,Paisastruck Restaurant,"$$ • Colombian, Takeout",$$,29.7824066884297,-95.7198200325573
"Houston, TX",Katy,"3 Women Mediterranean","$$ • Mediterranean, Kebabs",$$,29.7506164,-95.7977346
"Houston, TX",Katy,Cuppie Cakes Cheesecakes Treats & More,"$$ • Cheesecake, Cupcakes",$$,29.7966074,-95.8202826
"Houston, TX",Katy,J&J Wings and Seafood,"$$ • Chicken Wings, Chicken Tenders",$$,29.8128882,-95.7210048
"Houston, TX",Katy,Bodego Market,"$$ • Venezuelan, Mexican",$$,29.7149954,-95.810437
"Houston, TX",Katy,Main Squeeze Juice Co,"$$ • Takeout, Pickup",$$,29.714757,-95.777184
"Houston, TX",Katy,Jimmy Changas,"$$ • Mexican, Pickup",$$,29.7829986,-95.7363461
"Houston, TX",Houston,Tutti Frutti Frozen Yogurt,"$$ • Boba, Frozen Yogurt",$$,29.7747636,-95.7183077
"Houston, TX",Katy,Frontier Pizza,"$$ • Italian, Pizza",$$,29.7663054,-95.7525096
"Houston, TX",Katy,Star Pizza 3,"$$ • Pizza, Alcohol",$$,29.7395882,-95.7826864
"Houston, TX",Katy,Break Time Tea Lounge,"$$ • Milk Tea, Sandwiches",$$,29.788641,-95.770874
"Houston, TX",Katy,Green Garden Restaurant,"$$ • Chinese, Seafood",$$,29.7906273,-95.7206655
"Houston, TX",Richmond,Miss V Vietnamese Cuisine,"$$ • Vietnamese, Takeout",$$,29.6981391,-95.7911418
"Houston, TX",Katy,Dandy Liquor,"$$ • Alcohol, Beer",$$,29.774045,-95.822774
"Houston, TX",Katy,Smallcakes Cupcakery & Creamery,$$ • Cupcakes,$$,29.7844284,-95.7922536
"Houston, TX",Katy,CAOBAO,"$$ • Egg Rolls, Pork",$$,29.7927362,-95.7743759
"Houston, TX",Houston,"1000 Degrees Pizza Salad Wings","$$ • Takeout, Pizza",$$,29.7904085,-95.7054126
"Houston, TX",Katy,TheTasteOfMediterranean,"$ • Mediterranean, Sandwiches",Unknown,29.7640104,-95.7514303
"Houston, TX",Katy,Marta Cuban Bakery,"$$ • Sandwiches, Coffee",$$,29.8020444,-95.7200794
"Houston, TX",Richmond,Pane e Vino Trattoria and Pizzeria,"$$ • Italian, Pizza",$$,29.6983324423384,-95.7912561192579
"Houston, TX",Katy,TinTin Banh Mi House,"$$ • Vietnamese, Banh Mi",$$,29.793703,-95.773993
"Houston, TX",Katy,Pinchys Wingz,"$$ • Chicken Wings, Family Meals",$$,29.7868624,-95.7511002
"Houston, TX",Katy,Pho 999,"$$ • Vietnamese, Vermicelli",$$,29.8183137,-95.765739
"Houston, TX",Katy,Kingdom Bakery,"$$ • Bakery, Pastries",$$,29.7434004,-95.7924183
"Houston, TX",Katy,Stars Sports Bar & Grill,"$$ • Appetizers, Burgers",$$,29.7753468,-95.7788458
"Houston, TX",Katy,Bricco Pizza+Kitchen+Cocktails,"$$ • Brunch, Soup",$$,29.7549927,-95.7519117
"Houston, TX",Katy,Fresh Expressed,"$$ • Juice Bars & Smoothies, Acai Bowls",$$,29.8165718,-95.7754961
"Houston, TX",Katy,Zake Sushi Lounge,"$$ • Takeout, Boba",$$,29.7931383,-95.773826
"Houston, TX",Katy,Chef Han,"$$ • Fried Rice, Seafood",$$,29.793703,-95.773993
"Houston, TX",Houston,Milk Mustache,"$$ • Bakery, Chocolate chip cookie",$$,29.9778471,-95.6028754
"Houston, TX",Houston,Brisket & Rice,"$$ • American, Brisket",$$,29.8791832,-95.6088572
"Houston, TX",Jersey Village,Usa Seafood Bar and Grill,"$$ • Seafood, Fajitas",$$,29.8807903,-95.5908124
"Houston, TX",Houston,ITACATE TAQUERIA,"$$ • Mexican, Tacos",$$,29.9156834,-95.6302287
"Houston, TX",Cypress,Burger Addict,"$$ • American, Burgers",$$,29.9891965,-95.6164236
"Houston, TX",Tomball,Cajunville,"$$ • Seafood, Salads",$$,30.0837363,-95.6321622
"Houston, TX",Houston,"Ogi Gelato, Coffee & Bakeshop",$,Unknown,29.8812591,-95.6467345
"Houston, TX",Houston,Chicken Sammy's,"$$ • American, Sandwiches",$$,30.0077653,-95.5886836
"Houston, TX",Houston,"Smoothies 'N More, LLC","$$ • Healthy, Smoothies",$$,29.9332992,-95.5844029
"Houston, TX",Cypress,Bohannon Food Trk,"$$ • Juice Bar, Healthy",$$,29.960006,-95.6219954
"Houston, TX",Houston,The Chefs Table Houston,"$$ • Seafood, Steak",$$,29.9944801,-95.5718195
"Houston, TX",Cypress,Better Burger - Vegetarian Burgers,"$$ • American, Burgers",$$,29.9891965,-95.6164236
"Houston, TX",Cypress,Wings Wings Wings,"$$ • American, Chicken Wings",$$,29.9891965,-95.6164236
"Houston, TX",Cypress,Oasis Liquor,"$$ • Liquor Store, Beer",$$,29.9921537,-95.6516744
"Houston, TX",Cypress,Grizzly Wings,"$$ • Chicken, Fast Food",$$,29.9891965,-95.6164236
"Houston, TX",Houston,La Malaguena Mexican Grill,"$$ • Mexican, Tacos",$$,29.950854,-95.5833969
"Houston, TX",Houston,Ice Valley Cafe,$$ • Shaved Ice,$$,29.9051532,-95.6316044
"Houston, TX",Katy,Vegan Chicken Cues,"$$ • Vegan, Vegetarian",$$,29.8637625,-95.6971645
"Houston, TX",Cypress,La' Pho,"$$ • Vietnamese, Pho",$$,29.8810027,-95.7222387
"Houston, TX",Houston,Famous Dave's,"$$ • Barbecue, Brisket",$$,29.916102,-95.614412
"Houston, TX",Cypress,Cypress Nutrition,"$$ • Healthy, Healthy Smoothies",$$,29.9893602,-95.6166576
"Houston, TX",Cypress,Mudslingers Drive-Thru Coffee,"$$ • Comfort Food, Healthy",$$,30.0047842,-95.6384099
"Houston, TX",Houston,For Heavens Cake,"$$ • Cakes, Cupcakes",$$,29.8926306,-95.5833018
"Houston, TX",Cypress,Hungry Vegan Burger,"$$ • Vegan, Vegetarian",$$,29.9891965,-95.6164236
"Houston, TX",Cypress,Fitzgerald TRK,$$ • Burgers,$$,29.9417404,-95.6344825
"Houston, TX",Houston,Any Mini Dessert Cakes And More,"$$ • Dessert, Sweets",$$,29.8890561,-95.6399212
"Houston, TX",Tomball,Main Event,"$$ • Pizza, Wings",$$,30.0688762,-95.6248689
"Houston, TX",Katy,Vegan Burger Bistro,"$$ • Vegan, Vegetarian",$$,29.8637625,-95.6971645
"Houston, TX",Katy,El Pez Kalato,"$$ • Peruvian, Seafood",$$,29.8661541,-95.7208057
"Houston, TX",Cypress,Canyon Lakes Liquor,"$$ • Liquor Store, Alcohol",$$,29.9193964,-95.6854895
"Houston, TX",Meadows Place,Kelley’s Country Cookin’,"$$ • Desserts, Breakfast",$$,29.646586,-95.580427
"Houston, TX",Houston,Nutri Smoothies/100% Saludable,"$$ • Healthy Smoothies, Juice Bars & Smoothies",$$,29.7032568,-95.6388123
"Houston, TX",Houston,Gerry's Grill and Bar,"$$ • Filipino, Bar and Grill",$$,29.703216,-95.556128
"Houston, TX",Stafford,Cosmic Wings,"$$ • Chicken Wings, Chicken Tenders",$$,29.6369801,-95.5857353
"Houston, TX",Houston,New Orleans D and W,"$ • Sandwiches, Chicken Wings",$,29.6788673,-95.6443645
"Houston, TX",Houston,YumCha,"$$ • Bubble Tea, Boba",$$,29.7043607441428,-95.5529013041259
"Houston, TX",Sugar Land,Shahi Darbar,"$$ • Indian, Pakistani",$$,29.5945455,-95.6491875
"Houston, TX",Missouri City,Asia Blue,"$$ • Asian Fusion, Fried Rice",$$,29.5803258,-95.5780147
"Houston, TX",Richmond,Doner and Gyros,"$$ • Healthy, Turkish",$$,29.5629463,-95.6920256
"Houston, TX",Houston,Halal5,$$ • Halal,$$,29.6551082,-95.5679837
"Houston, TX",Houston,Meetfresh,"$ • Bubble Tea, Shaved Ice",$,29.7045539,-95.5498532
"Houston, TX",Sugar Land,Sugar Shack Texas Creole,"$$ • Mexican, Fajitas",$$,29.5812316,-95.5863361
"Houston, TX",Houston,Krispy Krunchy,$$ • Chicken,$$,29.7017995,-95.5967996
"Houston, TX",Missouri City,Hana Japanese and Chinese,"$$ • Takeout, Pickup",$$,29.5629968,-95.5648002
"Houston, TX",Missouri City,Naka Ramen Bar,"$$ • Alcohol, Ramen",$$,29.5803258,-95.5780147
"Houston, TX",Sugar Land,Smoothies & More,"$$ • Smoothies, Healthy",$$,29.580037,-95.584537
"Houston, TX",Houston,Bubble boba,$,Unknown,29.6894739,-95.5338211
"Houston, TX",Sugar Land,Chat Hut,"$$ • Indian, Snacks",$$,29.5890504,-95.6758615
"Houston, TX",Sugar Land,Mochi Sushi,"$$ • Pickup, Takeout",$$,29.5896261,-95.674789
"Houston, TX",Sugar Land,Brick House Tavern + Tap,"$$ • Dinner, sports bars",$$,29.5637852,-95.683241
"Houston, TX",Houston,DD's Ejide African Restaurant,"$$ • African, Soup",$$,29.6746791,-95.6138042
"Houston, TX",Sugar Land,Mint n chili,"$$ • Cheesesteaks, Burgers",$$,29.6468244,-95.6498294
"Houston, TX",Houston,Javed Nihari Restaurant,"$$ • Pakistani, Halal",$$,29.6886587,-95.6469919
"Houston, TX",Sugar Land,OG Tea Green Leaf,"$$ • Smoothies, Bubble Tea",$$,29.5890864,-95.6766559
"Houston, TX",Houston,Tiger Sugar,"$$ • Coffee & Tea, Milk Tea",$$,29.7045246,-95.5489752
"Houston, TX",Houston,Fu Fu Cafe,"$$ • Chinese, Noodles",$$,29.7033878,-95.5536177
"Houston, TX",Richmond,Masala Pantry,"$$ • Indian, Grocery",$$,29.5589868,-95.7148871
"Houston, TX",Sugar Land,Pythagoras,"$$ • Kebabs, Pizza",$$,29.6199994,-95.6008966
"Houston, TX",Sugar Land,FAMILY KITCHEN,"$$ • Indian, Pakistani",$$,29.6439845,-95.652409
"Houston, TX",Missouri City,BurgerIM Sienna-,"$$ • Vegetarian Friendly, Tacos",$$,29.5372235,-95.5331446
"Houston, TX",Houston,Snowy Village,"$ • Korean, Toast",$,29.7063388,-95.5507358
"Houston, TX",Houston,Kaishi Asian Bistro,"$ • Thai, Sushi",$,29.7019004,-95.5759985
"Houston, TX",Houston,Moge Tee,"$$ • Milk Tea, Fruit Tea",$$,29.7063501,-95.5526224
"Houston, TX",Houston,Mambo Seafood,"$$ • Seafood, Fish",$$,29.6831445,-95.5595129
"Houston, TX",Stafford,EL TIEMPO STAFFORD,"$$ • Mexican, Tacos",$$,29.6375683,-95.5845773
